region,year,material,management,tonnes
North Ayrshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,860
South Ayrshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Inverclyde,2016,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
East Ayrshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Stirling,2016,Glass wastes,Other Diversion,0
East Ayrshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,846
Stirling,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,821
North Ayrshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Midlothian,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,612
Glasgow City,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1242
Clackmannanshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Outer Hebrides,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,14
Aberdeenshire,2016,Paper and cardboard wastes,Recycled,12767
Aberdeenshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Moray,2016,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,932
South Lanarkshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,192
Highland,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Dumfries and Galloway,2016,Paper and cardboard wastes,Recycled,1571
Inverclyde,2016,"Metallic wastes, mixed ferrous and non-ferrous",Other Diversion,0
West Lothian,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,154
Glasgow City,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
North Ayrshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,990
Moray,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,72
Fife,2016,Batteries and accumulators wastes,Other Diversion,0
West Dunbartonshire,2016,Batteries and accumulators wastes,Landfilled,0
West Lothian,2016,"Metallic wastes, non-ferrous",Landfilled,0
Stirling,2016,"Metallic wastes, non-ferrous",Recycled,0
South Ayrshire,2016,Paper and cardboard wastes,Other Diversion,0
South Ayrshire,2016,Paper and cardboard wastes,Landfilled,0
Aberdeen City,2016,Glass wastes,Landfilled,0
Scottish Borders,2016,Paper and cardboard wastes,Other Diversion,0
Scottish Borders,2016,Paper and cardboard wastes,Landfilled,0
South Lanarkshire,2016,Batteries and accumulators wastes,Other Diversion,0
Fife,2016,Batteries and accumulators wastes,Landfilled,0
Argyll and Bute,2016,"Metallic wastes, non-ferrous",Recycled,87
Aberdeenshire,2016,Batteries and accumulators wastes,Landfilled,0
Argyll and Bute,2016,Batteries and accumulators wastes,Recycled,0
Aberdeenshire,2016,"Metallic wastes, non-ferrous",Landfilled,0
South Ayrshire,2016,Batteries and accumulators wastes,Other Diversion,0
South Ayrshire,2016,Batteries and accumulators wastes,Landfilled,0
Falkirk,2016,Batteries and accumulators wastes,Recycled,6
Falkirk,2016,Batteries and accumulators wastes,Other Diversion,0
Orkney Islands,2016,Paper and cardboard wastes,Other Diversion,0
Dumfries and Galloway,2016,Batteries and accumulators wastes,Landfilled,0
West Dunbartonshire,2016,Batteries and accumulators wastes,Other Diversion,0
Shetland Islands,2016,Batteries and accumulators wastes,Recycled,14
Clackmannanshire,2016,Paper and cardboard wastes,Landfilled,0
Outer Hebrides,2016,Batteries and accumulators wastes,Other Diversion,0
Falkirk,2016,Paper and cardboard wastes,Recycled,7716
Falkirk,2016,"Metallic wastes, non-ferrous",Landfilled,0
Dumfries and Galloway,2016,Batteries and accumulators wastes,Other Diversion,0
Aberdeenshire,2016,Batteries and accumulators wastes,Other Diversion,0
Scottish Borders,2016,Batteries and accumulators wastes,Other Diversion,0
Renfrewshire,2016,"Metallic wastes, non-ferrous",Recycled,187
Aberdeen City,2016,Batteries and accumulators wastes,Landfilled,0
Stirling,2016,"Metallic wastes, non-ferrous",Landfilled,0
Clackmannanshire,2016,Batteries and accumulators wastes,Other Diversion,0
Shetland Islands,2016,Paper and cardboard wastes,Landfilled,0
South Lanarkshire,2016,Batteries and accumulators wastes,Landfilled,0
East Renfrewshire,2016,Batteries and accumulators wastes,Landfilled,0
North Lanarkshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Highland,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,2457
Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,927
Argyll and Bute,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Aberdeen City,2016,Batteries and accumulators wastes,Other Diversion,0
City of Edinburgh,2016,"Metallic wastes, non-ferrous",Landfilled,0
Fife,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Inverclyde,2016,"Metallic wastes, non-ferrous",Recycled,86
Scottish Borders,2016,Paper and cardboard wastes,Recycled,5945
Dumfries and Galloway,2016,"Metallic wastes, non-ferrous",Recycled,31
East Dunbartonshire,2016,Batteries and accumulators wastes,Other Diversion,0
Aberdeen City,2016,Batteries and accumulators wastes,Recycled,33
East Lothian,2016,"Metallic wastes, non-ferrous",Recycled,135
Falkirk,2016,Batteries and accumulators wastes,Landfilled,0
East Ayrshire,2016,Paper and cardboard wastes,Landfilled,0
Stirling,2016,Batteries and accumulators wastes,Other Diversion,0
Aberdeenshire,2016,Batteries and accumulators wastes,Recycled,62
West Dunbartonshire,2016,"Metallic wastes, non-ferrous",Landfilled,0
Orkney Islands,2016,Paper and cardboard wastes,Recycled,582
West Lothian,2016,"Metallic wastes, non-ferrous",Other Diversion,0
Perth and Kinross,2016,Batteries and accumulators wastes,Landfilled,0
Outer Hebrides,2016,"Metallic wastes, non-ferrous",Recycled,27
East Dunbartonshire,2016,Paper and cardboard wastes,Landfilled,106
Dundee City,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Outer Hebrides,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
West Dunbartonshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,485
Clackmannanshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
East Dunbartonshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,373
Glasgow City,2016,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
Moray,2016,"Metallic wastes, mixed ferrous and non-ferrous",Other Diversion,0
Stirling,2016,Textile wastes,Other Diversion,0
East Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,30
East Lothian,2016,Textile wastes,Landfilled,5
East Renfrewshire,2016,Textile wastes,Landfilled,0
East Dunbartonshire,2016,Paper and cardboard wastes,Recycled,5474
North Lanarkshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
East Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,8
Shetland Islands,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,241
Orkney Islands,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,181
East Renfrewshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,343
Perth and Kinross,2016,Paper and cardboard wastes,Recycled,7225
Dumfries and Galloway,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Dumfries and Galloway,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Outer Hebrides,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,164
Stirling,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Perth and Kinross,2016,Paper and cardboard wastes,Landfilled,0
Angus,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
West Dunbartonshire,2016,Paper and cardboard wastes,Recycled,3794
West Dunbartonshire,2016,Paper and cardboard wastes,Landfilled,0
Stirling,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Midlothian,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Shetland Islands,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
West Dunbartonshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
North Lanarkshire,2016,Textile wastes,Other Diversion,0
Fife,2016,Textile wastes,Landfilled,14
Falkirk,2016,"Metallic wastes, mixed ferrous and non-ferrous",Other Diversion,0
Stirling,2016,Textile wastes,Landfilled,0
Fife,2016,Paper and cardboard wastes,Recycled,17866
West Lothian,2016,Paper and cardboard wastes,Other Diversion,0
East Lothian,2016,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
East Renfrewshire,2016,Glass wastes,Landfilled,15
North Lanarkshire,2016,Paper and cardboard wastes,Other Diversion,0
Midlothian,2016,Textile wastes,Landfilled,4
West Dunbartonshire,2016,Paper and cardboard wastes,Other Diversion,0
Stirling,2016,Textile wastes,Recycled,169
Angus,2016,Textile wastes,Recycled,96
Moray,2016,Textile wastes,Other Diversion,0
Clackmannanshire,2016,Textile wastes,Other Diversion,0
East Renfrewshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
Renfrewshire,2016,Textile wastes,Other Diversion,0
East Renfrewshire,2016,Paper and cardboard wastes,Landfilled,0
East Dunbartonshire,2016,Textile wastes,Recycled,222
East Dunbartonshire,2016,Paper and cardboard wastes,Other Diversion,0
Dundee City,2016,Textile wastes,Recycled,70
Midlothian,2016,Paper and cardboard wastes,Landfilled,0
Inverclyde,2016,Textile wastes,Recycled,118
East Lothian,2016,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,752
Aberdeen City,2016,Textile wastes,Recycled,790
Glasgow City,2016,Textile wastes,Other Diversion,0
Aberdeen City,2016,Textile wastes,Other Diversion,0
Moray,2016,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
East Lothian,2016,"Metallic wastes, mixed ferrous and non-ferrous",Other Diversion,0
Inverclyde,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
East Lothian,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,672
West Lothian,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,71
West Lothian,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Outer Hebrides,2016,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,1117
North Lanarkshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Other Diversion,126
Outer Hebrides,2016,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
Aberdeen City,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,41
Argyll and Bute,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1023
North Ayrshire,2016,Paper and cardboard wastes,Other Diversion,0
Clackmannanshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,585
North Lanarkshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,2671
Aberdeenshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,2529
Shetland Islands,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Orkney Islands,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Stirling,2016,Paper and cardboard wastes,Recycled,3916
Stirling,2016,Glass wastes,Landfilled,0
Highland,2016,Paper and cardboard wastes,Recycled,13717
Clackmannanshire,2016,Paper and cardboard wastes,Other Diversion,0
Dumfries and Galloway,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1504
South Ayrshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,663
Aberdeen City,2016,Paper and cardboard wastes,Landfilled,0
Outer Hebrides,2016,"Metallic wastes, mixed ferrous and non-ferrous",Other Diversion,0
Fife,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,3427
South Lanarkshire,2016,Paper and cardboard wastes,Landfilled,0
East Ayrshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
North Lanarkshire,2016,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,1799
Glasgow City,2016,"Metallic wastes, mixed ferrous and non-ferrous",Other Diversion,0
Inverclyde,2016,Glass wastes,Recycled,960
Falkirk,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
South Lanarkshire,2016,Paper and cardboard wastes,Other Diversion,0
Angus,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Fife,2016,Paper and cardboard wastes,Other Diversion,0
Perth and Kinross,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,47
Perth and Kinross,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,126
East Dunbartonshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Scottish Borders,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Angus,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1258
Inverclyde,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,492
Fife,2016,Paper and cardboard wastes,Landfilled,530
Inverclyde,2016,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,512
Scottish Borders,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1043
Aberdeen City,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1389
East Dunbartonshire,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Highland,2016,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,183
