region,year,material,tonnes
Aberdeen City,2012,Rubber wastes,12
Scottish Borders,2012,Rubber wastes,0
West Dunbartonshire,2012,Rubber wastes,151
Clackmannanshire,2012,Rubber wastes,3
Moray,2012,Rubber wastes,0
West Lothian,2012,Rubber wastes,78
Dundee City,2012,Rubber wastes,31
Unknown,2012,Rubber wastes,20000
Falkirk,2012,Plastic wastes,1935
South Ayrshire,2012,Plastic wastes,15
Aberdeenshire,2012,Plastic wastes,1275
Renfrewshire,2012,Plastic wastes,254
East Renfrewshire,2012,Plastic wastes,2
Fife,2012,Plastic wastes,692
City of Edinburgh,2012,Plastic wastes,274
East Dunbartonshire,2012,Plastic wastes,16
North Ayrshire,2012,Plastic wastes,443
Offshore,2012,Plastic wastes,213
Glasgow City,2012,Plastic wastes,1139
North Lanarkshire,2012,Plastic wastes,62
East Lothian,2012,Plastic wastes,75
Argyll and Bute,2012,Plastic wastes,21
Angus,2012,Plastic wastes,99
Dumfries and Galloway,2012,Plastic wastes,3340
Shetland Islands,2012,Plastic wastes,75
Stirling,2012,Plastic wastes,39
South Lanarkshire,2012,Plastic wastes,69
Perth and Kinross,2012,Plastic wastes,1133
East Ayrshire,2012,Plastic wastes,5
Outer Hebrides,2012,Plastic wastes,42
Inverclyde,2012,Plastic wastes,2
Highland,2012,Plastic wastes,55
Midlothian,2012,Plastic wastes,116
Orkney Islands,2012,Plastic wastes,24
Aberdeen City,2012,Plastic wastes,148
Scottish Borders,2012,Plastic wastes,109
West Dunbartonshire,2012,Plastic wastes,4
Clackmannanshire,2012,Plastic wastes,0
Moray,2012,Plastic wastes,36
West Lothian,2012,Plastic wastes,305
Dundee City,2012,Plastic wastes,220
Unknown,2012,Plastic wastes,23399
Falkirk,2012,Wood wastes,25487
South Ayrshire,2012,Wood wastes,0
Aberdeenshire,2012,Wood wastes,8542
Renfrewshire,2012,Wood wastes,1162
East Renfrewshire,2012,Wood wastes,826
Fife,2012,Wood wastes,5527
City of Edinburgh,2012,Wood wastes,598
East Dunbartonshire,2012,Wood wastes,901
North Ayrshire,2012,Wood wastes,2989
Offshore,2012,Wood wastes,710
Glasgow City,2012,Wood wastes,6518
North Lanarkshire,2012,Wood wastes,556
East Lothian,2012,Wood wastes,46
Argyll and Bute,2012,Wood wastes,821
Angus,2012,Wood wastes,1969
Dumfries and Galloway,2012,Wood wastes,174
Shetland Islands,2012,Wood wastes,204
Stirling,2012,Wood wastes,1466
South Lanarkshire,2012,Wood wastes,291
Perth and Kinross,2012,Wood wastes,3753
East Ayrshire,2012,Wood wastes,2
Outer Hebrides,2012,Wood wastes,396
Inverclyde,2012,Wood wastes,278
Highland,2012,Wood wastes,2313
Midlothian,2012,Wood wastes,214
Orkney Islands,2012,Wood wastes,1
Aberdeen City,2012,Wood wastes,9023
Scottish Borders,2012,Wood wastes,508
West Dunbartonshire,2012,Wood wastes,119
Clackmannanshire,2012,Wood wastes,271
Moray,2012,Wood wastes,406
West Lothian,2012,Wood wastes,1400
Dundee City,2012,Wood wastes,2315
Unknown,2012,Wood wastes,0
Falkirk,2012,Textile wastes,988
South Ayrshire,2012,Textile wastes,0
Aberdeenshire,2012,Textile wastes,2
Renfrewshire,2012,Textile wastes,10677
East Renfrewshire,2012,Textile wastes,0
Fife,2012,Textile wastes,18
City of Edinburgh,2012,Textile wastes,273
East Dunbartonshire,2012,Textile wastes,2657
North Ayrshire,2012,Textile wastes,2
Offshore,2012,Textile wastes,0
Glasgow City,2012,Textile wastes,0
North Lanarkshire,2012,Textile wastes,13
East Lothian,2012,Textile wastes,87
Argyll and Bute,2012,Textile wastes,3
Angus,2012,Textile wastes,33
Dumfries and Galloway,2012,Textile wastes,2
Shetland Islands,2012,Textile wastes,53
Stirling,2012,Textile wastes,4
South Lanarkshire,2012,Textile wastes,32
Perth and Kinross,2012,Textile wastes,6
East Ayrshire,2012,Textile wastes,0
Outer Hebrides,2012,Textile wastes,14
Inverclyde,2012,Textile wastes,8
Highland,2012,Textile wastes,107
Midlothian,2012,Textile wastes,3
Orkney Islands,2012,Textile wastes,0
Aberdeen City,2012,Textile wastes,56
Scottish Borders,2012,Textile wastes,7
West Dunbartonshire,2012,Textile wastes,0
Clackmannanshire,2012,Textile wastes,27
Moray,2012,Textile wastes,13
West Lothian,2012,Textile wastes,510
Dundee City,2012,Textile wastes,20
Unknown,2012,Textile wastes,0
Falkirk,2012,Waste containing PCB,0
South Ayrshire,2012,Waste containing PCB,0
Aberdeenshire,2012,Waste containing PCB,41
Renfrewshire,2012,Waste containing PCB,0
East Renfrewshire,2012,Waste containing PCB,0
Fife,2012,Waste containing PCB,0
City of Edinburgh,2012,Waste containing PCB,0
East Dunbartonshire,2012,Waste containing PCB,0
North Ayrshire,2012,Waste containing PCB,0
Offshore,2012,Waste containing PCB,1
Glasgow City,2012,Waste containing PCB,2
North Lanarkshire,2012,Waste containing PCB,15
East Lothian,2012,Waste containing PCB,0
Argyll and Bute,2012,Waste containing PCB,0
Angus,2012,Waste containing PCB,0
Dumfries and Galloway,2012,Waste containing PCB,0
Shetland Islands,2012,Waste containing PCB,7
Stirling,2012,Waste containing PCB,0
South Lanarkshire,2012,Waste containing PCB,52
Perth and Kinross,2012,Waste containing PCB,0
East Ayrshire,2012,Waste containing PCB,0
Outer Hebrides,2012,Waste containing PCB,0
Inverclyde,2012,Waste containing PCB,0
Highland,2012,Waste containing PCB,0
Midlothian,2012,Waste containing PCB,0
Orkney Islands,2012,Waste containing PCB,2
Aberdeen City,2012,Waste containing PCB,31
Scottish Borders,2012,Waste containing PCB,0
West Dunbartonshire,2012,Waste containing PCB,0
Clackmannanshire,2012,Waste containing PCB,0
Moray,2012,Waste containing PCB,0
West Lothian,2012,Waste containing PCB,0
Dundee City,2012,Waste containing PCB,0
Unknown,2012,Waste containing PCB,0
Falkirk,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",885
South Ayrshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",2949
Aberdeenshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",764
Renfrewshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",171
East Renfrewshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",43
Fife,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",676
City of Edinburgh,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",138
East Dunbartonshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",12
North Ayrshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",446
Offshore,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",93
Glasgow City,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",594
North Lanarkshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",555
East Lothian,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",17
Argyll and Bute,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",79
Angus,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",195
Dumfries and Galloway,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",404
Shetland Islands,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",33
Stirling,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",219
South Lanarkshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",699
Perth and Kinross,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",281
East Ayrshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",211
Outer Hebrides,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",35
Inverclyde,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",141
Highland,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",3099
Midlothian,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",107
Orkney Islands,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",74
Aberdeen City,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",261
Scottish Borders,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",198
West Dunbartonshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",143
Clackmannanshire,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",107
Moray,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",209
West Lothian,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",342
Dundee City,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",129
Unknown,2012,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",0
Falkirk,2012,Discarded vehicles,1412
South Ayrshire,2012,Discarded vehicles,4419
Aberdeenshire,2012,Discarded vehicles,654
Renfrewshire,2012,Discarded vehicles,1402
East Renfrewshire,2012,Discarded vehicles,83
Fife,2012,Discarded vehicles,5531
City of Edinburgh,2012,Discarded vehicles,294
East Dunbartonshire,2012,Discarded vehicles,90
North Ayrshire,2012,Discarded vehicles,977
Offshore,2012,Discarded vehicles,0
Glasgow City,2012,Discarded vehicles,19519
North Lanarkshire,2012,Discarded vehicles,1703
East Lothian,2012,Discarded vehicles,279
Argyll and Bute,2012,Discarded vehicles,32
Angus,2012,Discarded vehicles,586
Dumfries and Galloway,2012,Discarded vehicles,2053
Shetland Islands,2012,Discarded vehicles,308
Stirling,2012,Discarded vehicles,451
South Lanarkshire,2012,Discarded vehicles,1564
Perth and Kinross,2012,Discarded vehicles,903
East Ayrshire,2012,Discarded vehicles,697
Outer Hebrides,2012,Discarded vehicles,105
Inverclyde,2012,Discarded vehicles,410
Highland,2012,Discarded vehicles,2148
Midlothian,2012,Discarded vehicles,217
Orkney Islands,2012,Discarded vehicles,210
Aberdeen City,2012,Discarded vehicles,2216
Scottish Borders,2012,Discarded vehicles,1363
West Dunbartonshire,2012,Discarded vehicles,971
Clackmannanshire,2012,Discarded vehicles,19
Moray,2012,Discarded vehicles,471
West Lothian,2012,Discarded vehicles,193
Dundee City,2012,Discarded vehicles,700
Unknown,2012,Discarded vehicles,0
Falkirk,2012,Batteries and accumulators wastes,6
South Ayrshire,2012,Batteries and accumulators wastes,2117
Aberdeenshire,2012,Batteries and accumulators wastes,451
Renfrewshire,2012,Batteries and accumulators wastes,5
East Renfrewshire,2012,Batteries and accumulators wastes,4
Fife,2012,Batteries and accumulators wastes,65
City of Edinburgh,2012,Batteries and accumulators wastes,203
East Dunbartonshire,2012,Batteries and accumulators wastes,1
North Ayrshire,2012,Batteries and accumulators wastes,32
Offshore,2012,Batteries and accumulators wastes,61
Glasgow City,2012,Batteries and accumulators wastes,438
North Lanarkshire,2012,Batteries and accumulators wastes,52
East Lothian,2012,Batteries and accumulators wastes,0
Argyll and Bute,2012,Batteries and accumulators wastes,4
Angus,2012,Batteries and accumulators wastes,167
Dumfries and Galloway,2012,Batteries and accumulators wastes,393
Shetland Islands,2012,Batteries and accumulators wastes,38
Stirling,2012,Batteries and accumulators wastes,126
South Lanarkshire,2012,Batteries and accumulators wastes,157
Perth and Kinross,2012,Batteries and accumulators wastes,153
East Ayrshire,2012,Batteries and accumulators wastes,8
Outer Hebrides,2012,Batteries and accumulators wastes,16
Inverclyde,2012,Batteries and accumulators wastes,63
Highland,2012,Batteries and accumulators wastes,290
Midlothian,2012,Batteries and accumulators wastes,4
Orkney Islands,2012,Batteries and accumulators wastes,15
Aberdeen City,2012,Batteries and accumulators wastes,686
Scottish Borders,2012,Batteries and accumulators wastes,6
West Dunbartonshire,2012,Batteries and accumulators wastes,21
Clackmannanshire,2012,Batteries and accumulators wastes,1
Moray,2012,Batteries and accumulators wastes,307
West Lothian,2012,Batteries and accumulators wastes,105
Dundee City,2012,Batteries and accumulators wastes,7
Unknown,2012,Batteries and accumulators wastes,0
Falkirk,2012,Animal and mixed food waste,1904
South Ayrshire,2012,Animal and mixed food waste,27
Aberdeenshire,2012,Animal and mixed food waste,66140
Renfrewshire,2012,Animal and mixed food waste,78
East Renfrewshire,2012,Animal and mixed food waste,1177
Fife,2012,Animal and mixed food waste,6195
City of Edinburgh,2012,Animal and mixed food waste,597
East Dunbartonshire,2012,Animal and mixed food waste,0
North Ayrshire,2012,Animal and mixed food waste,31
Offshore,2012,Animal and mixed food waste,179
Glasgow City,2012,Animal and mixed food waste,1341
North Lanarkshire,2012,Animal and mixed food waste,820
East Lothian,2012,Animal and mixed food waste,223
Argyll and Bute,2012,Animal and mixed food waste,713
Angus,2012,Animal and mixed food waste,1034
Dumfries and Galloway,2012,Animal and mixed food waste,17262
Shetland Islands,2012,Animal and mixed food waste,703
Stirling,2012,Animal and mixed food waste,325
South Lanarkshire,2012,Animal and mixed food waste,795
Perth and Kinross,2012,Animal and mixed food waste,6078
East Ayrshire,2012,Animal and mixed food waste,73
Outer Hebrides,2012,Animal and mixed food waste,959
Inverclyde,2012,Animal and mixed food waste,179
Highland,2012,Animal and mixed food waste,948
Midlothian,2012,Animal and mixed food waste,60
Orkney Islands,2012,Animal and mixed food waste,13
Aberdeen City,2012,Animal and mixed food waste,1067
Scottish Borders,2012,Animal and mixed food waste,1704
West Dunbartonshire,2012,Animal and mixed food waste,22
Clackmannanshire,2012,Animal and mixed food waste,15
Moray,2012,Animal and mixed food waste,886
West Lothian,2012,Animal and mixed food waste,3165
Dundee City,2012,Animal and mixed food waste,75
Unknown,2012,Animal and mixed food waste,0
Falkirk,2012,Vegetal wastes,3929
South Ayrshire,2012,Vegetal wastes,2773
Aberdeenshire,2012,Vegetal wastes,30176
Renfrewshire,2012,Vegetal wastes,10724
East Renfrewshire,2012,Vegetal wastes,1112
Fife,2012,Vegetal wastes,30579
City of Edinburgh,2012,Vegetal wastes,1503
East Dunbartonshire,2012,Vegetal wastes,19180
North Ayrshire,2012,Vegetal wastes,4877
Offshore,2012,Vegetal wastes,0
Glasgow City,2012,Vegetal wastes,7125
North Lanarkshire,2012,Vegetal wastes,7499
East Lothian,2012,Vegetal wastes,30926
Argyll and Bute,2012,Vegetal wastes,12278
Angus,2012,Vegetal wastes,2612
Dumfries and Galloway,2012,Vegetal wastes,6504
Shetland Islands,2012,Vegetal wastes,71
Stirling,2012,Vegetal wastes,31080
South Lanarkshire,2012,Vegetal wastes,5160
Perth and Kinross,2012,Vegetal wastes,7385
East Ayrshire,2012,Vegetal wastes,626
Outer Hebrides,2012,Vegetal wastes,308
Inverclyde,2012,Vegetal wastes,2661
Highland,2012,Vegetal wastes,97059
Midlothian,2012,Vegetal wastes,601
Orkney Islands,2012,Vegetal wastes,15448
Aberdeen City,2012,Vegetal wastes,5925
Scottish Borders,2012,Vegetal wastes,995
West Dunbartonshire,2012,Vegetal wastes,7788
Clackmannanshire,2012,Vegetal wastes,1157
Moray,2012,Vegetal wastes,57976
West Lothian,2012,Vegetal wastes,7461
Dundee City,2012,Vegetal wastes,3882
Unknown,2012,Vegetal wastes,0
Falkirk,2012,"Animal faeces, urine and manure",0
South Ayrshire,2012,"Animal faeces, urine and manure",0
Aberdeenshire,2012,"Animal faeces, urine and manure",0
Renfrewshire,2012,"Animal faeces, urine and manure",0
East Renfrewshire,2012,"Animal faeces, urine and manure",0
Fife,2012,"Animal faeces, urine and manure",120718
City of Edinburgh,2012,"Animal faeces, urine and manure",23
East Dunbartonshire,2012,"Animal faeces, urine and manure",0
North Ayrshire,2012,"Animal faeces, urine and manure",12717
Offshore,2012,"Animal faeces, urine and manure",0
Glasgow City,2012,"Animal faeces, urine and manure",12
North Lanarkshire,2012,"Animal faeces, urine and manure",0
East Lothian,2012,"Animal faeces, urine and manure",24
Argyll and Bute,2012,"Animal faeces, urine and manure",2
Angus,2012,"Animal faeces, urine and manure",11
Dumfries and Galloway,2012,"Animal faeces, urine and manure",0
Shetland Islands,2012,"Animal faeces, urine and manure",0
Stirling,2012,"Animal faeces, urine and manure",0
South Lanarkshire,2012,"Animal faeces, urine and manure",0
Perth and Kinross,2012,"Animal faeces, urine and manure",0
East Ayrshire,2012,"Animal faeces, urine and manure",0
Outer Hebrides,2012,"Animal faeces, urine and manure",0
Inverclyde,2012,"Animal faeces, urine and manure",0
Highland,2012,"Animal faeces, urine and manure",0
Midlothian,2012,"Animal faeces, urine and manure",0
Orkney Islands,2012,"Animal faeces, urine and manure",0
Aberdeen City,2012,"Animal faeces, urine and manure",0
Scottish Borders,2012,"Animal faeces, urine and manure",0
West Dunbartonshire,2012,"Animal faeces, urine and manure",0
Clackmannanshire,2012,"Animal faeces, urine and manure",0
Moray,2012,"Animal faeces, urine and manure",0
